player_id,age,gender,country,acquisition_channel,device_type,days_since_install,sessions_last_7d,avg_session_length_min,total_playtime_hours,levels_completed,current_level,tutorial_completed,num_friends_connected,push_notifications_enabled,ad_views,rewarded_ad_views,store_visits,items_viewed_in_store,wishlist_items,days_active_last_30,streak_days,rage_quit_events,level_fail_rate,social_shares,converted_to_payer
102703,36.0,Female,USA,influencer,iOS,7,9,9.485485229384047,1.81,15,15,1,0.0,1,8,2,2,3,0,22,3,2,0.947,3,1
102704,29.0,Male,Philippines,influencer,iOS,15,6,11.296134035312454,2.33,16,17,1,2.0,0,10,2,3,4,0,2,6,3,0.238,0,0
102705,26.0,Male,Mexico,organic,iOS,34,12,24.532716372520454,29.92,33,34,1,4.0,1,13,6,5,18,2,26,1,0,0.316,1,1
102706,30.0,Female,Germany,organic,Android,49,3,5.212711778632741,1.08,5,6,1,1.0,0,2,1,0,0,0,8,0,8,0.833,0,0
102707,13.0,Female,India,paid_social,Android,19,4,3.1513789451048364,0.87,7,8,1,1.0,0,2,1,2,4,0,15,3,5,0.77,0,0
102708,29.0,Male,Brazil,organic,Android,5,3,14.508855992166414,1.61,7,8,1,3.0,1,1,0,1,2,0,4,3,3,0.713,0,0
102709,26.0,Male,Indonesia,paid_social,Android,50,9,18.257843679841542,25.98,18,18,1,2.0,0,6,3,3,3,3,22,1,6,0.39,0,0
102710,27.0,Male,Philippines,paid_social,iOS,1,7,9.686797449012722,1.48,13,14,1,6.0,1,5,3,2,3,0,10,1,5,0.771,0,0
102711,33.0,Female,USA,referral,iOS,41,5,15.708077307106393,4.94,17,18,1,4.0,1,11,5,1,1,1,16,1,3,0.739,1,1
102712,26.0,Female,Japan,paid_search,iOS,36,4,6.456683047651523,1.61,10,10,1,0.0,1,6,2,2,6,0,2,4,4,0.694,0,0
102713,18.0,Female,Indonesia,referral,Android,11,4,10.118739399049355,0.92,9,9,1,1.0,1,5,2,2,6,0,20,24,3,0.518,1,0
102714,26.0,Male,UK,paid_search,Android,32,10,13.469848814188252,7.93,18,19,1,2.0,0,10,2,2,8,0,24,4,1,0.427,3,1
102715,28.0,Male,USA,paid_social,Android,42,3,9.246183440409647,1.8,8,10,1,0.0,1,6,3,0,0,0,7,1,5,0.768,0,0
102716,28.0,Female,Japan,organic,Android,30,13,17.168491185574226,24.37,36,38,1,1.0,0,14,7,3,12,9,20,1,3,0.507,1,0
102717,28.0,Male,Germany,referral,iOS,8,3,11.76936989074572,1.19,3,4,1,0.0,0,5,2,1,4,0,7,6,6,0.539,0,0
102718,35.0,Male,India,paid_search,iOS,60,9,10.932428940392189,17.09,19,20,1,0.0,1,7,3,2,7,2,11,4,3,0.548,0,0
102719,18.0,Male,India,organic,iOS,37,5,10.683342853596706,6.18,11,11,1,,0,6,2,0,0,1,21,0,4,0.786,1,0
102720,28.0,Female,India,organic,iOS,6,11,15.95110183178199,4.82,13,13,1,2.0,1,10,4,4,11,2,7,6,5,0.514,2,0
102721,37.0,Male,USA,paid_search,Android,4,5,10.196390356191124,0.85,9,10,1,2.0,1,7,2,2,6,0,14,2,2,0.782,0,0
102722,13.0,Male,USA,organic,Android,1,7,11.41667018181969,1.38,10,10,1,1.0,1,4,2,5,7,3,22,1,3,0.705,2,0
102723,28.0,Male,India,referral,iOS,10,8,7.3853362795187625,1.7,13,14,1,2.0,0,7,3,5,16,3,3,8,8,0.356,2,0
102724,22.0,Female,Brazil,organic,Android,27,5,8.907973564978585,2.19,9,11,0,0.0,1,2,1,3,3,0,12,4,4,0.585,0,0
102725,24.0,Male,Indonesia,paid_social,Android,1,2,9.890480541656565,0.39,8,9,1,,1,2,1,0,0,0,24,2,4,0.711,0,0
102726,20.0,Male,UK,organic,Android,2,7,1.91296502041223,0.35,5,7,1,1.0,0,4,2,1,3,0,27,3,3,0.914,1,0
102727,26.0,Male,Indonesia,paid_social,iOS,14,4,3.7972258264534284,0.46,4,6,0,0.0,0,3,1,1,2,0,10,3,5,0.565,0,0
102728,42.0,Male,USA,referral,iOS,1,6,13.30902776303421,1.41,7,9,0,0.0,0,3,2,2,3,0,21,1,4,0.488,0,0
102729,17.0,Female,Brazil,organic,Android,28,8,7.13549388812453,4.66,13,13,1,2.0,1,12,4,1,4,1,8,7,4,0.893,1,0
102730,18.0,Female,Indonesia,organic,iOS,9,3,8.979382759462393,0.87,10,12,1,0.0,1,6,3,1,2,0,27,8,2,0.75,2,0
102731,17.0,Male,UK,organic,Android,30,6,12.011546286851694,5.11,13,15,1,0.0,1,6,2,3,6,1,21,0,3,0.774,1,1
102732,41.0,Female,India,organic,Android,17,11,13.071125408477375,9.58,16,18,1,1.0,1,12,4,6,15,3,20,8,3,0.703,0,0
102733,23.0,Male,Japan,paid_social,Android,10,4,9.34949667758682,1.24,5,5,1,0.0,0,3,1,0,0,0,8,4,1,0.8,1,0
102734,27.0,Female,Philippines,organic,Android,4,8,23.209986136093875,5.33,17,19,1,1.0,0,5,2,2,6,0,23,6,6,0.79,1,0
102735,24.0,Male,Mexico,paid_social,iOS,10,7,8.540240711659088,1.7,12,12,1,2.0,1,3,1,1,1,0,12,1,2,0.9,0,0
102736,19.0,Male,Indonesia,paid_search,Android,41,4,10.484804806715108,4.81,7,7,1,0.0,0,4,1,2,8,1,18,2,4,0.848,0,0
102737,25.0,Female,Brazil,referral,Android,21,10,11.305339837524754,8.6,19,20,1,2.0,1,8,3,0,0,2,18,2,3,0.506,2,0
102738,47.0,Female,Japan,organic,iOS,8,5,13.45409336119214,1.35,25,26,1,2.0,1,7,4,2,7,2,10,5,7,0.379,3,1
102739,38.0,Female,Japan,referral,Android,26,6,11.20058160624761,3.97,12,13,1,0.0,1,8,2,2,4,1,18,0,2,0.241,0,0
102740,20.0,Female,Philippines,influencer,Android,27,3,0.5,0.07,4,5,1,3.0,1,3,1,0,0,0,2,7,4,0.628,0,0
102741,32.0,Female,Mexico,paid_search,Android,90,4,15.492860062887125,11.72,13,13,1,0.0,1,4,2,2,2,2,17,9,3,0.529,2,0
102742,20.0,Female,Japan,paid_search,Android,90,1,12.196674229945462,2.63,18,19,1,1.0,0,3,2,3,12,1,20,0,4,0.764,0,0
102743,13.0,Male,UK,paid_social,Android,29,11,18.591094908247303,15.6,15,17,1,4.0,0,8,2,3,11,2,16,4,2,0.653,1,0
102744,35.0,Male,USA,organic,iOS,9,8,15.8959172268524,4.76,21,21,1,3.0,1,7,4,4,9,3,17,0,3,0.328,2,0
102745,36.0,Female,Germany,influencer,Android,23,6,7.963220155598528,2.89,12,13,1,2.0,0,4,2,2,5,0,18,1,7,0.783,0,0
102746,35.0,Female,Indonesia,influencer,Android,9,11,12.856288027939472,4.38,16,17,1,2.0,1,7,3,6,16,1,19,1,1,0.409,3,0
102747,23.0,Female,Philippines,organic,Android,33,4,3.8126454757685977,1.19,7,7,1,5.0,0,3,1,1,2,0,1,7,2,0.092,1,0
102748,26.0,Male,Brazil,organic,iOS,81,6,15.301216372604735,16.6,14,16,1,,0,4,2,2,5,1,9,2,5,0.818,0,0
102749,33.0,Male,Germany,organic,iOS,2,3,8.926688316749967,0.58,5,5,1,2.0,0,5,2,0,0,0,15,0,6,0.439,0,0
102750,30.0,Male,Canada,paid_social,iOS,23,3,10.335806568117553,2.63,14,15,1,1.0,0,8,4,2,7,1,24,4,0,0.385,1,1
102751,24.0,Female,Brazil,influencer,iOS,12,4,9.028510365674897,0.91,7,8,0,0.0,1,3,1,0,0,0,13,0,4,0.845,1,0
102752,14.0,Male,USA,organic,Android,14,4,8.577944404322082,1.5,10,10,1,1.0,1,4,1,2,3,0,13,4,4,0.646,1,0
102753,28.0,Female,UK,paid_search,Android,1,11,12.512599667795271,1.48,15,16,1,4.0,0,4,2,3,9,1,14,2,2,0.527,1,1
102754,36.0,Male,India,referral,Android,23,12,13.470273032719344,8.59,27,28,1,,0,6,2,3,9,0,16,2,3,0.457,1,1
102755,17.0,Male,India,paid_social,Android,6,11,13.47502104901929,5.92,11,11,1,4.0,1,9,5,4,16,0,15,4,2,0.581,0,0
102756,32.0,Female,Indonesia,paid_search,Android,11,5,14.075604046069909,1.8,14,16,1,4.0,0,7,2,1,2,2,25,2,2,0.515,0,0
102757,30.0,Male,Canada,paid_social,iOS,4,6,12.864596395167366,1.4,18,19,1,7.0,1,5,2,2,3,0,21,7,2,0.463,0,0
102758,33.0,Female,India,organic,Android,37,4,8.31820734448927,1.87,19,21,1,5.0,0,2,1,2,7,0,16,1,4,0.491,1,1
102759,34.0,Male,India,paid_social,iOS,5,11,10.730882287100911,4.22,7,9,1,2.0,1,5,2,2,2,2,16,4,4,0.691,1,0
102760,21.0,Male,Brazil,organic,Android,4,10,10.674107895676416,1.76,15,15,1,3.0,0,12,3,1,2,0,25,2,8,0.474,0,0
102761,14.0,Female,UK,paid_search,iOS,47,8,8.286530415797497,11.07,16,17,1,0.0,0,5,3,2,6,2,7,1,2,0.625,2,0
102762,23.0,Female,India,organic,Android,5,10,12.282301420429967,1.77,18,18,1,3.0,0,4,1,2,2,1,16,3,5,0.611,1,0
102763,34.0,Male,Brazil,referral,iOS,24,1,9.889819722282269,0.73,7,9,1,1.0,0,5,2,1,3,0,3,1,9,0.354,0,0
102764,23.0,Male,UK,paid_social,iOS,23,8,6.95461557780971,5.01,11,11,1,4.0,1,7,4,6,17,0,5,18,5,0.399,1,0
102765,21.0,Female,Canada,influencer,Android,18,15,9.627902560997533,9.56,26,28,1,4.0,0,5,1,1,3,1,13,2,8,0.405,1,0
102766,13.0,Other,India,paid_search,Android,31,6,14.310834152769786,9.93,13,13,1,3.0,1,3,1,1,2,1,11,3,3,0.75,0,0
102767,41.0,Female,Indonesia,paid_search,iOS,1,7,20.409587267446472,2.76,35,37,1,,1,15,5,5,12,2,17,2,5,0.317,1,0
102768,34.0,Female,Philippines,organic,iOS,63,0,0.5,0.0,4,4,1,0.0,1,4,2,0,0,0,11,6,4,0.23,0,0
102769,33.0,Male,USA,paid_social,iOS,19,8,11.244578294011028,5.35,16,17,1,4.0,0,5,2,3,5,0,8,1,4,0.674,1,0
102770,35.0,Female,Philippines,paid_search,Android,36,5,14.692469914226463,6.02,17,18,1,2.0,1,5,2,1,1,1,19,2,5,0.841,1,0
102771,32.0,Female,India,paid_search,iOS,18,8,13.109486181528295,6.17,13,13,1,2.0,1,2,1,2,4,1,9,1,3,0.344,0,0
102772,25.0,Female,USA,paid_search,iOS,1,5,5.553956154276736,0.46,9,10,1,0.0,1,8,4,3,9,2,19,1,8,0.701,0,0
102773,26.0,Female,USA,organic,Android,14,10,17.686814846924435,8.53,20,22,0,,0,9,4,5,10,0,20,11,2,0.665,0,1
102774,24.0,Female,USA,organic,Android,86,10,25.567413512695477,65.91,18,18,1,2.0,0,12,5,4,11,2,18,4,3,0.546,0,0
102775,48.0,Female,Philippines,organic,Android,23,4,8.594104510764137,2.39,9,11,1,3.0,1,6,4,0,0,2,15,4,4,0.72,2,0
102776,31.0,Male,Indonesia,organic,Android,25,8,8.055403183384092,6.03,29,31,1,4.0,0,7,3,1,1,0,5,6,5,0.167,1,0
102777,23.0,Male,Philippines,referral,Android,9,7,9.855076894542904,2.72,7,7,1,0.0,0,2,1,0,0,0,9,0,2,0.583,0,0
102778,31.0,Other,Philippines,paid_social,iOS,5,9,,1.82,13,15,1,1.0,0,6,2,2,7,1,18,2,2,0.569,1,1
102779,19.0,Female,India,paid_social,Android,36,3,8.592050309398195,2.77,8,8,1,1.0,1,5,1,1,2,0,10,4,2,0.682,1,0
102780,39.0,Male,Japan,organic,Android,14,8,13.285479841516999,5.93,18,18,1,2.0,1,5,1,3,10,0,7,3,1,0.793,2,0
102781,22.0,Male,Mexico,referral,iOS,4,7,7.758963226518269,1.11,12,12,1,3.0,0,5,2,4,15,0,17,2,2,0.49,0,0
102782,31.0,Female,India,organic,Android,4,13,18.606854961358327,3.86,31,31,1,2.0,0,11,3,5,17,2,6,5,0,0.475,0,0
102783,36.0,Female,Philippines,organic,Android,1,4,2.622759320142496,0.14,5,5,1,,0,6,3,2,5,0,15,2,3,0.672,0,0
102784,30.0,Female,Philippines,referral,iOS,26,8,14.217848706315047,9.99,12,13,1,5.0,1,10,3,1,2,0,11,7,1,0.56,0,0
102785,28.0,Male,Brazil,paid_search,Android,49,5,2.415911578347818,1.13,12,13,1,0.0,1,2,1,2,4,1,12,0,3,0.692,0,0
102786,27.0,Male,USA,organic,Android,4,15,10.613882351669677,4.92,17,17,1,4.0,0,9,3,5,9,1,14,0,2,0.583,0,1
102787,27.0,Male,India,organic,Android,6,5,5.572953146326553,0.51,13,13,1,0.0,0,3,1,1,3,0,12,12,2,0.885,1,0
102788,22.0,Female,Canada,paid_social,Android,1,18,7.560109943065917,2.73,13,13,1,2.0,1,14,4,3,6,0,7,2,0,0.8,2,0
102789,23.0,Male,UK,paid_search,iOS,21,3,,1.29,8,10,1,0.0,1,3,1,1,2,1,20,1,4,0.811,0,0
102790,39.0,Female,Philippines,organic,Android,55,5,13.974981402857958,6.51,6,7,1,0.0,1,3,2,2,7,0,25,0,3,0.666,0,0
102791,26.0,Female,Japan,paid_social,Android,14,10,21.99353776932132,13.35,25,27,1,4.0,1,8,2,4,8,5,18,11,2,0.709,2,0
102792,21.0,Female,USA,paid_social,iOS,9,6,11.00341832985473,3.23,10,10,0,3.0,1,1,0,1,3,1,7,1,5,0.934,0,0
102793,23.0,Female,Canada,paid_social,iOS,6,4,4.156602605411501,0.67,14,15,1,1.0,1,4,2,4,8,4,18,2,6,0.554,1,1
102794,36.0,Female,Germany,paid_search,iOS,22,11,16.90850587209266,9.6,13,14,1,3.0,1,4,1,1,3,1,14,0,5,0.511,4,0
102795,32.0,Female,UK,referral,iOS,1,8,10.548021851280069,1.4,12,14,1,1.0,1,6,2,3,7,2,26,6,7,0.734,0,0
102796,31.0,Male,India,organic,iOS,10,6,19.26907108719169,5.89,12,13,1,2.0,0,8,2,0,0,1,28,3,4,0.733,0,0
102797,25.0,Male,India,organic,Android,1,9,8.399832395924232,0.77,11,13,1,1.0,1,8,4,0,0,1,18,0,6,0.571,2,0
102798,32.0,Female,India,organic,Android,8,6,4.915273333607523,0.81,9,9,1,2.0,0,4,1,1,1,0,10,4,7,0.674,1,0
102799,22.0,Male,India,organic,Android,19,12,16.9898336541941,8.14,23,24,1,3.0,0,14,3,4,13,2,21,0,4,0.723,1,0
102800,25.0,Female,USA,organic,Android,24,3,10.395383709290373,1.41,11,11,1,4.0,0,6,3,3,11,0,23,2,2,0.81,1,0
102801,35.0,Male,India,organic,iOS,1,7,6.493434521633051,0.65,8,9,1,2.0,1,3,2,3,12,0,14,6,1,0.673,0,0
102802,34.0,Female,Indonesia,referral,Android,74,6,2.1047568138469677,2.59,9,9,1,0.0,1,4,2,2,5,0,15,0,3,0.66,0,0
102803,19.0,Male,Japan,referral,Android,1,18,30.421580976932976,7.28,42,42,1,3.0,1,14,6,5,6,2,15,5,1,0.106,2,0
102804,20.0,Female,USA,paid_search,Android,6,5,6.735915080020892,1.25,12,13,1,1.0,1,5,2,3,9,1,22,1,6,0.638,0,0
102805,28.0,Male,USA,paid_social,iOS,1,8,4.430900900018568,0.54,19,21,1,2.0,0,7,4,2,6,0,15,4,6,0.257,1,0
102806,41.0,Female,Indonesia,paid_search,Android,5,3,9.675247823512654,0.58,16,17,1,3.0,1,2,0,0,0,1,16,4,2,0.811,2,0
102807,13.0,Male,UK,paid_social,iOS,41,6,1.1635754239893057,0.51,9,9,1,0.0,1,2,1,2,5,1,18,2,4,0.662,2,0
102808,29.0,Female,Indonesia,paid_search,iOS,51,7,12.608977975312154,11.96,24,26,1,,1,9,4,0,0,2,21,2,1,0.648,1,0
102809,16.0,Male,Canada,organic,iOS,4,13,15.63552021845487,3.47,24,26,1,3.0,1,9,5,3,5,2,27,7,3,0.474,0,0
102810,22.0,Female,India,referral,Android,64,5,6.798184647994724,4.16,12,12,1,1.0,0,10,3,3,9,1,4,2,4,0.792,0,0
102811,24.0,Female,Brazil,organic,iOS,9,10,8.504005264578957,2.01,18,20,1,1.0,1,14,5,1,2,1,26,1,3,0.514,1,0
102812,24.0,Female,Japan,organic,Android,55,1,,0.88,10,11,1,2.0,1,6,2,3,9,1,4,6,6,0.734,0,0
102813,23.0,Female,Indonesia,paid_social,iOS,1,1,3.14045507694315,0.03,6,7,1,1.0,1,5,2,0,0,1,8,1,4,0.895,0,0
102814,27.0,Female,Germany,organic,Android,8,4,8.828556114237895,0.88,23,25,1,4.0,0,8,5,2,5,1,13,4,0,0.77,1,1
102815,23.0,Female,Japan,influencer,iOS,30,3,11.651471419284368,3.26,5,5,1,1.0,0,4,2,0,0,1,18,2,4,0.563,0,0
102816,15.0,Male,India,paid_search,Android,3,11,5.248205804283845,1.12,16,16,1,1.0,0,4,2,1,4,1,24,3,2,0.804,1,1
102817,33.0,Female,USA,referral,Android,2,4,3.5330514460518527,0.36,6,8,1,1.0,0,3,1,2,5,0,7,4,3,0.663,1,0
102818,33.0,Male,USA,influencer,Android,45,9,13.302993002933052,12.52,23,25,1,5.0,0,8,4,4,14,1,9,7,2,0.784,5,0
102819,34.0,Female,Philippines,paid_social,Android,3,8,14.487540471294283,2.65,18,18,1,2.0,1,10,3,1,3,2,17,9,0,0.393,0,0
102820,15.0,Male,Mexico,referral,iOS,21,7,11.441651936331272,5.74,18,19,1,2.0,1,11,6,3,5,0,14,0,0,0.921,0,0
102821,29.0,Male,India,influencer,Android,27,1,7.126585156158498,0.44,10,12,1,1.0,0,5,2,3,8,2,9,1,4,0.81,2,0
102822,32.0,Female,Brazil,organic,Android,31,8,12.086538133615846,9.02,14,15,1,3.0,1,3,1,2,7,0,9,4,2,0.652,1,0
102823,19.0,Male,Indonesia,organic,Android,27,5,6.221342342282389,1.43,7,8,1,1.0,1,3,1,2,3,0,15,1,3,0.735,0,0
102824,27.0,Male,USA,paid_social,Android,7,7,11.080190200437677,2.49,17,17,1,,1,10,5,1,1,0,11,1,4,0.493,0,0
102825,26.0,Male,Mexico,paid_search,iOS,86,6,13.083294505594504,14.63,16,16,1,1.0,1,5,2,2,6,2,10,6,1,0.816,1,0
102826,42.0,Female,Brazil,referral,Android,18,5,7.346340352407143,2.51,14,14,1,1.0,1,5,3,4,13,1,19,1,8,0.394,0,0
102827,42.0,Male,Mexico,organic,Android,2,7,8.628238601961954,0.76,26,28,0,1.0,0,9,4,2,6,3,19,11,3,0.64,2,1
102828,14.0,Male,Philippines,referral,Android,7,11,4.933736799165642,2.04,17,17,1,4.0,1,2,1,2,8,1,17,10,3,0.744,0,0
102829,47.0,Other,India,paid_search,Android,24,1,3.7128994428801696,0.22,6,7,1,0.0,1,3,1,0,0,0,23,1,6,0.586,0,0
102830,20.0,Female,UK,paid_social,Android,5,6,20.996850173647207,3.01,22,22,1,2.0,1,9,4,3,3,1,13,34,3,0.429,1,1
102831,35.0,Male,UK,paid_search,iOS,27,3,8.934384288233142,1.36,13,13,1,1.0,0,5,2,2,4,1,14,5,5,0.716,0,1
102832,35.0,Female,India,referral,Android,16,6,6.8014370311730525,1.29,12,12,1,2.0,1,6,2,3,4,0,17,1,3,0.306,1,0
102833,19.0,Male,India,organic,Android,19,6,5.5984220583951565,2.22,5,6,1,3.0,1,3,1,0,0,1,7,1,6,0.787,0,0
102834,31.0,Female,Philippines,paid_social,Android,4,7,4.674346580028681,1.05,15,17,1,2.0,1,6,2,4,11,2,19,3,3,0.679,0,0
102835,26.0,Male,Indonesia,paid_search,Android,1,16,14.870920433745438,4.31,39,40,1,9.0,1,14,3,4,6,2,15,4,3,0.197,2,1
102836,31.0,Male,UK,paid_social,Android,32,5,4.521794246272428,1.4,11,12,1,5.0,1,3,2,1,4,1,9,3,5,0.529,1,0
102837,29.0,Male,India,organic,iOS,1,6,7.331407248135012,1.01,15,16,0,2.0,0,6,3,0,0,0,11,3,1,0.473,3,0
102838,37.0,Female,UK,referral,Android,2,18,18.059729728276146,6.97,24,26,1,,0,9,4,6,15,1,11,5,2,0.571,1,0
102839,28.0,Male,UK,organic,Android,1,5,11.08055579072435,0.66,10,12,1,2.0,0,5,3,2,3,0,13,0,6,0.577,1,0
102840,26.0,Female,India,organic,iOS,21,17,20.0433146224381,12.84,25,27,1,2.0,0,5,1,3,8,1,14,0,2,0.527,2,0
102841,36.0,Male,India,referral,iOS,27,14,15.84755063038002,9.33,31,31,1,,1,12,3,2,6,3,16,15,0,0.554,2,0
102842,32.0,Female,Brazil,paid_search,Android,36,8,11.964986827423646,5.73,23,25,0,,1,9,2,5,15,2,6,10,2,0.756,0,0
102843,33.0,Female,UK,paid_social,iOS,22,5,0.5,0.18,15,16,1,3.0,0,3,1,2,8,0,2,7,4,0.282,0,0
102844,22.0,Male,USA,paid_social,iOS,90,9,,21.09,29,31,1,2.0,1,13,4,5,9,1,14,2,1,0.215,0,1
102845,19.0,Male,Mexico,organic,iOS,1,9,16.553151370712214,2.61,24,26,1,4.0,1,9,5,4,8,1,14,3,3,0.347,0,0
102846,22.0,Male,India,organic,Android,11,5,5.195605986316963,0.61,2,2,1,1.0,1,1,0,2,5,0,15,4,7,0.505,0,1
102847,22.0,Female,Philippines,influencer,Android,5,7,6.146274252662911,1.44,18,20,1,2.0,0,6,3,2,8,2,9,5,2,0.553,0,1
102848,33.0,Male,USA,organic,iOS,90,16,18.42848813145284,63.07,20,21,1,2.0,0,13,6,2,7,2,21,4,0,0.484,3,1
102849,35.0,Female,UK,organic,iOS,1,9,10.18623596966804,1.22,19,19,1,4.0,1,5,1,1,3,1,13,1,4,0.78,0,1
102850,26.0,Male,Germany,referral,Android,9,2,,0.36,17,19,1,3.0,1,4,1,3,9,0,11,3,8,0.622,0,0
102851,38.0,Female,Indonesia,referral,Android,48,4,13.618935965877634,6.88,14,16,1,3.0,0,1,1,1,4,0,19,3,2,0.561,0,0
102852,38.0,Female,Canada,paid_search,iOS,7,0,7.336121233425392,0.0,11,13,1,1.0,0,1,1,0,0,0,9,3,2,0.714,2,0
102853,29.0,Male,USA,organic,Android,15,12,13.775351898438267,5.62,22,22,1,1.0,0,12,3,2,6,0,18,7,2,0.626,0,1
102854,20.0,Male,USA,organic,Android,13,14,16.721460376000238,8.19,19,19,0,2.0,1,12,6,2,2,0,20,8,5,0.286,3,0
102855,40.0,Female,USA,influencer,Android,6,9,15.730968289991278,4.49,14,15,1,2.0,0,9,3,6,6,0,16,1,4,0.534,3,0
102856,27.0,Male,Germany,paid_search,iOS,2,2,11.432011027578948,0.63,9,9,1,3.0,1,9,5,1,2,0,9,1,0,0.802,0,0
102857,28.0,Female,Philippines,referral,Android,16,5,16.33152456139843,5.6,10,10,1,2.0,0,4,2,1,2,1,21,6,6,0.773,2,0
102858,24.0,Female,USA,paid_social,iOS,24,13,10.313114193184452,8.17,22,22,1,2.0,1,7,4,3,7,0,8,9,0,0.484,0,0
102859,20.0,Male,Philippines,referral,Android,32,10,4.957511952580897,5.05,10,11,1,2.0,0,7,4,2,7,0,10,1,5,0.432,2,0
102860,15.0,Male,Brazil,influencer,Android,48,12,18.755562391496614,26.18,18,20,1,3.0,1,6,2,3,7,2,26,1,3,0.608,0,0
102861,32.0,Male,Japan,paid_social,iOS,11,7,11.754355950813236,3.3,25,25,1,2.0,1,9,4,4,15,2,17,19,3,0.514,1,0
102862,21.0,Male,India,organic,Android,8,9,11.662090617228628,3.73,22,22,1,2.0,0,6,2,2,4,2,24,4,2,0.313,0,0
102863,51.0,Female,Canada,organic,Android,16,6,6.733968557306473,1.93,27,29,1,1.0,1,10,5,7,25,4,11,1,1,0.503,1,0
102864,18.0,Female,Germany,paid_search,iOS,10,7,6.955758747421615,1.1,9,10,0,2.0,1,14,3,3,4,0,19,4,4,0.817,0,0
102865,17.0,Male,Canada,organic,iOS,3,9,6.063051432679661,0.92,12,14,1,2.0,1,7,2,1,2,1,16,7,5,0.252,0,1
102866,31.0,Female,Indonesia,organic,iOS,53,1,6.264381748196938,0.7,10,11,0,1.0,1,8,5,4,8,3,14,7,2,0.606,0,0
102867,39.0,Male,India,paid_search,Android,6,8,13.026587857351343,2.57,20,22,1,3.0,0,6,3,4,7,0,26,12,2,0.74,3,1
102868,28.0,Other,Philippines,paid_search,iOS,26,5,4.6012498218863,1.62,11,11,1,3.0,1,8,3,1,2,0,7,2,5,0.243,0,0
102869,32.0,Female,Brazil,paid_social,Android,19,6,9.149863670688399,4.29,17,17,1,1.0,1,6,2,2,5,3,10,1,3,0.544,1,0
102870,13.0,Male,India,influencer,Android,8,4,7.455829941920781,1.16,8,9,0,1.0,0,3,1,4,9,3,22,1,3,0.431,0,0
102871,22.0,Female,Brazil,organic,Android,12,4,6.244916246548314,0.99,13,15,1,1.0,0,1,0,0,0,0,6,1,10,0.699,1,0
102872,18.0,Female,Mexico,paid_social,Android,14,5,11.222099540061514,2.38,10,10,1,1.0,1,7,2,3,7,0,23,5,4,0.68,1,0
102873,13.0,Male,UK,paid_search,Android,56,5,10.471851702897958,6.71,16,17,1,1.0,1,4,2,0,0,0,24,4,5,0.494,0,0
102874,28.0,Male,USA,paid_search,Android,9,6,6.475542260450213,1.64,13,14,1,4.0,1,10,4,2,2,0,24,4,4,0.972,1,0
102875,13.0,Female,Philippines,paid_search,Android,5,10,17.443009580887406,5.0,18,19,1,1.0,0,8,4,3,6,2,20,5,1,0.922,0,0
102876,16.0,Male,Brazil,paid_search,iOS,19,5,17.982430742053566,6.29,14,16,1,2.0,1,11,4,1,2,0,21,1,1,0.608,0,0
102877,23.0,Male,USA,referral,iOS,6,6,12.607962724477657,1.53,13,14,1,3.0,1,8,4,1,4,1,17,2,2,0.629,1,0
102878,20.0,Male,USA,referral,Android,6,5,4.007922223833174,0.33,9,11,1,,1,2,0,3,8,3,26,7,5,0.741,1,0
102879,30.0,Female,USA,influencer,iOS,5,3,3.263102641852692,0.28,10,11,1,2.0,1,2,1,2,3,0,3,1,3,0.391,0,0
102880,29.0,Male,Indonesia,influencer,iOS,17,18,21.24181947464263,21.3,22,23,1,7.0,0,12,5,2,4,4,19,0,1,0.195,1,1
102881,34.0,Male,India,paid_social,iOS,9,6,13.189580972218108,2.47,8,10,0,3.0,0,4,2,2,4,2,19,0,5,0.674,0,0
102882,33.0,Male,USA,paid_search,iOS,7,6,11.486814175409606,2.13,12,13,0,1.0,0,8,2,1,1,1,18,7,4,0.394,2,0
102883,36.0,Male,India,paid_social,Android,47,8,17.786635079139828,10.36,7,8,1,3.0,0,6,2,0,0,0,11,4,6,0.417,0,0
102884,27.0,Female,Mexico,paid_search,iOS,2,6,15.335113379299003,1.78,16,18,1,2.0,0,6,2,1,3,1,16,7,6,0.587,0,0
102885,29.0,Male,Indonesia,organic,Android,8,3,7.04194131015654,0.44,15,16,0,2.0,1,11,4,1,2,0,7,4,2,0.272,1,0
102886,31.0,Female,Brazil,paid_social,iOS,4,8,16.00342880998649,2.39,18,19,1,2.0,1,2,1,1,4,4,21,4,7,0.597,0,0
102887,28.0,Male,UK,influencer,Android,47,1,6.8525384163722185,0.96,6,7,1,1.0,1,1,0,2,7,0,17,1,4,0.326,1,0
102888,24.0,Female,USA,paid_search,iOS,29,15,23.40476695084845,38.33,30,32,1,4.0,0,15,9,5,15,6,16,4,0,0.342,4,1
102889,24.0,Male,Mexico,organic,Android,30,6,12.151602419198547,7.18,14,15,1,4.0,0,5,1,3,4,3,7,3,3,0.423,0,0
102890,20.0,Female,USA,paid_social,Android,20,1,2.8104554701830518,0.14,3,5,1,1.0,1,2,1,0,0,1,12,0,8,0.904,0,0
102891,30.0,Male,USA,paid_social,Android,7,8,14.275751149801433,2.69,16,17,1,2.0,1,8,2,2,4,1,9,7,3,0.405,2,0
102892,26.0,Female,India,referral,Android,13,18,22.70708528291897,12.4,27,27,1,6.0,0,10,4,2,8,3,9,2,1,0.486,3,0
